appid,name,genres,tags,release_date,is_free,short_description
3735850,Rot Runner,Action|Casual|Indie|Racing|Sports,Roguelite|Runner|PvE|Arcade|Dark Humor|2D|Funny|Action Roguelike|Horror|Psychological Horror|Deckbuilding|Action|Walking Simulator|Linear|Cartoony|Casual|Pixel Graphics|Comedy|Memes|Singleplayer,2025,False,"A chaotic 2D pixel endless runner where you dodge your insecurities and summon weird AI monsters to help you outrun failure, doubt, and existential dread. Simple to control, wild to survive, and full of existential satire."
298160,Eldevin,Casual|Free To Play|Indie|Massively Multiplayer|RPG,Free to Play|RPG|Massively Multiplayer|MMORPG|Indie|Open World|Casual|Adventure|Fantasy|Crafting|Action|Character Customization|Singleplayer,"Nov 5, 2014",True,Eldevin is the award winning indie story-driven Free to Play MMORPG (Massively Multiplayer Online Role Playing Game) from Hunted Cow Studios. Join thousands of other players and explore the mystical lands of Eldevin.
2176240,Pedra Crystal Caves,Action|Casual|Indie|Strategy,Action|Casual|Arcade|Platformer|Puzzle|3D|Local Co-Op|Singleplayer|Puzzle Platformer|Colorful|Isometric|Strategy|Indie|Family Friendly|Character Customization|Choices Matter|Grid-Based Movement,"Oct 22, 2022",False,Pedra Crystal Caves is a 'just one more go' puzzle game where you have to find all the key tiles which open the exit door to each cave. Play solo or local co-op. 48 caves to choose from.
1218440,Tanks 2020,Action|Casual|Indie|Massively Multiplayer|Simulation,Casual|Action|Indie|Simulation|Massively Multiplayer|Multiplayer,"Jan 29, 2020",False,"A computer game for two players in the arcade genre. The player must, controlling his tank, destroy another player."
2190250,Blocks Tracks Trains,Casual|Simulation,Sandbox|Voxel|Building|Casual|Trains|Simulation|Singleplayer|Family Friendly|Immersive Sim|3D|Isometric|Stylized|First-Person|Third Person|Relaxing|6DOF|Procedural Generation,"Nov 3, 2022",False,"A relaxing sandbox train set diorama. Build a voxel world, create voxel buildings, set up your track network, and watch your trains go."
3411590,Survivor of Egypt: The Ancient Curse,Action|Indie|Early Access,Early Access|Roguelike|Dark|Inventory Management|Action RPG|Survival|Deckbuilding|Arcade|Asynchronous Multiplayer|Strategy|Action Roguelike|Bullet Hell|PvP|Loot|Action|Combat|Multiplayer|Bullet Time|3D|Third Person,Coming soon,False,"Fight your way through endless hordes of monsters in this survival roguelite. Craft and optimize your gear, manage your inventory, and use merchant abilities to face increasingly challenging enemies. How long can you survive?"
824850,Some Distant Memory,Adventure|Casual|Indie,Adventure|Casual|Indie|Post-apocalyptic|Sci-fi|Story Rich|Atmospheric|Mystery|Singleplayer|2.5D|Short|Female Protagonist|Walking Simulator|Hand-drawn,"Nov 14, 2019",False,"A hand-drawn story exploration game set 300 years after the apocalypse. You play an archaeologist named Professor Zay, joined by her companion, ARORA, a centuries-old AI capable of recreating human memories from scanned relics."
1047750,Chili The Chipmunk Pinball Adventure,Action|Casual|Free To Play|Indie,Free to Play|Indie|Casual|Action,"May 2, 2019",True,Chilis home is in danger when an evil millionaire kidnaps her animal friends. Help Chili by guiding her across and over the pinball table to score points and free Chilis animal friends from captivity. Up down all around even off the glass its up to you to help chili.
1543100,Farmer's Co-op:Out of This World,Casual,Casual|Farming Sim|3D|Cartoon|Cute|Colorful|Aliens|Funny|Comedy|Team-Based|Co-op|PvE|Local Co-Op|Local Multiplayer|Multiplayer|4 Player Local|Family Friendly|Controller|Online Co-Op|Singleplayer,"Sep 1, 2021",False,"Farmers Co-op: Out of This World is a couch co-op for up to 4 players. Your people are starving back home, its up to you and three other farmers to grow as much produce as possible and send them back to your home planet."
965300,The Settlers : Heritage of Kings - History Edition,Strategy,Strategy|Colony Sim|City Builder|RTS|Medieval,"Jan 22, 2019",False,With this modernized History Edition dive into the diversified mix of enthralling build-up matches and exciting real-time fights. Manifold landscapes await to be explored and populated. Includes the main game plus the two expansions.
3786040,The Overnight Screening,Adventure|Indie|Simulation,Simulation|Adventure|Walking Simulator|3D Platformer|Exploration|First-Person|Horror|Drama|Atmospheric|Survival Horror|Mythology|Psychological Horror|Dark|Supernatural|Conversation|Story Rich|Singleplayer|Indie,"Aug 31, 2025",False,"The story unfolds through the eyes of a first-person protagonist. While working part-time at an old movie theater, the protagonist begins to experience strange and unexplainable events. You must survive the presence that lurks within the theater and uncover hidden clues to reach a meaningful ending."
3461240,Pure Domino,Casual|Simulation,Casual|Simulation|Tabletop|3D|PvP|Multiplayer|Singleplayer,Coming soon,False,A 3d Domino online game where players can experience a game like they are playing physically in the same room.
344770,fault - milestone two side: above,Indie,Visual Novel|Anime|Story Rich|Indie|Female Protagonist|Great Soundtrack|Singleplayer|Fantasy|Adventure|Linear|Casual|2D|Sci-fi|Cute,"Sep 8, 2015",False,fault - milestone two side:above is a Cinematic Visual Novel that takes place right after the events of milestone one. Please note that this novel is a direct sequel to fault - milestone one and contains massive spoilers of the first story. Play through of the first title is highly advised.
33730,18 Wheels of Steel: Extreme Trucker,Simulation,Simulation|Automobile Sim|Driving,"Sep 23, 2009",False,You ‘da Boss! Move it better and faster while staying alive. Build your reputation and your empire in the far corners of the world as you haul across the most extreme conditions and loads. Grab the wheel and hop in – is your heart pounding yet? Haul extreme cargo - from diamonds to oil pipes - across 3 death-defying terrains.
1918970,Eresys,Action|Adventure,Action|Horror|Online Co-Op|Lovecraftian|Multiplayer|Adventure|Survival|Co-op|Mystery|Puzzle|Stealth|Singleplayer|FPS|Combat|First-Person|Dark|3D|Psychological Horror|Gore,"Dec 18, 2023",False,"Eresys is a co-op horror game inspired from the works of H.P. Lovecraft. Teamwork is a key as players take on the roles of four cultists and face the terrifying entities together. Dynamic AI mechanics and unique enemies, Eresys promises to deliver a thrilling and spine-chilling gaming experience."
2936720,Red Nose Guy The LegenDairy Quest,Action|Indie,Action|Arcade|Puzzle|Platformer|Puzzle Platformer|2D Platformer|Top-Down Shooter|2D|Colorful|Pixel Graphics|1990's|Funny|Parody|Retro|Old School|Physics|Singleplayer|Indie,"Jul 25, 2024",False,Red Nose Guy: The LegenDairy Quest is a modern and high-energy revisit of an arcade classic.Join Red Nose Guy on an adventure through the city's various neighborhoods and discover his colorful and absurd universe!
3664100,Hentai Mika,Casual,,"May 8, 2025",False,"Hentai Mika — a seductive puzzle game. Undress as you solve. Unlock new looks, earn achievements, save them in your gallery."
3243450,Music Memories,Adventure|Casual|Indie,Action-Adventure|Casual|3D|First-Person|Adventure|Story Rich|Linear|Narration|Realistic|Emotional|Violent|Indie|Cinematic|Singleplayer,Coming soon,False,Immerse yourself in this unique experience in Music Memories. Uncover the mysteries hidden by this wonderful family... or are they not so wonderful?
3426880,Wings of The KITE in sky,Action|Indie|Sports|Free To Play,Sports|Education|VR|Action|Singleplayer|Family Friendly|Casual|Arcade|Realistic|Nature|6DOF|PvE|Linear|Combat|Tutorial|Story Rich|3D|Free to Play|Indie,"Jan 29, 2025",True,"&quot;Wings of The KITE in sky&quot; is an immersive VR game based on Korea's traditional kite, Bangpaeyeon. ※This content was developed with the support of the The Korea Craft &amp; Design Foundation."
2315940,Little Bo Reap,Action|RPG,Action|RPG|3D Platformer|Cute|RTS|Female Protagonist|Fantasy|Singleplayer,"May 5, 2023",True,Little Bo Peep's sleepiness has led to all of her sheep being killed! Take revenge using powers of necromancy to summon undead flocks of sheep to defeat your foes. Each different flock can assist in your movement or your battles to defeat your foes in an untold number of ways!
1858580,巨 ~Gigantify~,Action|Indie,Singleplayer|Side Scroller|2D Platformer|Puzzle Platformer|Action|Pixel Graphics|Platformer|Female Protagonist|2D|Cute|Indie|Noir|Controller,"Jan 23, 2022",False,"You Grow Big, and Create Your Path to the Exit!That's It. This a a short game by the way."
3776250,星际魔法使-FromTheStars-,Casual|Free To Play|Early Access,Drama|RPG|Interactive Fiction|Word Game|Casual|Visual Novel|Clicker|Singleplayer|2D|Anime|Mystery|Early Access|Free to Play|Story Rich|Multiple Endings,Coming soon,True,"&quot;FromTheStars&quot; is a realistic-themed visual novel with a 120,000-word text and five endings. Focused on real-life settings, the game tells the story of the male protagonist Reginald, who is abruptly and insistently demanded by the female protagonist Fiona to live together one day."
3460920,Void Frontiers,Action|Adventure|Indie|RPG|Strategy,Action Roguelike|Action RPG|Survival|Base Building|Online Co-Op|Resource Management|PvE|Roguelike|Action|Combat|RPG|Team-Based|Crafting|Adventure|Strategy|Mining|Tactical RPG|3D Platformer|Cartoon|Stylized,"Feb 10, 2025",False,"Void Frontiers is a survival roguelike set on randomly generated floating islands. Gather resources, craft tools, build your base, and defend against nightly enemy waves. Play solo or team up with up to 4 other players, customizing your playstyle with over 40 unique enhancements."
1471600,warDrive,Action|Casual|Indie|Early Access,Early Access|Cyberpunk|Bullet Time|Vehicular Combat|Hacking|Isometric|Stylized|Casual|Idler|Artificial Intelligence|Singleplayer|Transhumanism|Action RPG|Dark Humor|LGBTQ+|Dystopian|Action|Linear|Clicker|On-Rails Shooter,"Apr 1, 2022",True,"warDrive is a casual rail shooter and idler. Lock-on then unleash a barrage of cyber attacks. Dismantle enemy drones, pickpocket crypto wallets, and fight your way to freedom. Buy upgrades, passive crypto mining, and progress through the story."
3323180,Cat Nap,Casual|Indie|Strategy,Casual|Cats|Cute|Strategy|Colorful|Cartoony|Tower Defense|Family Friendly|3D|Top-Down|Indie|Relaxing|Stylized|Atmospheric|Singleplayer,Coming soon,False,Casual old school tower defense game. Pay your cats with treats to defend you from all manner of threats while you sleep.
939740,Qian-Shan Village,Action|Adventure|Indie|RPG|Early Access,Action|Gore|Violent|RPG|Indie|Early Access|Adventure|VR|Zombies|Horror,"Aug 1, 2019",False,"About the Game: This game features the Chinese Zombie stories. Inspired by the Hong Kong movie in 1985, Mr. Vampire series, we build up a game with the fantastic Chinese spells and scary scenes in order to bring players back to the amazing horror movie."
1686440,Yoshimitsu Hatsumi,Action|Adventure|Indie,Looter Shooter|Side Scroller|Spectacle fighter|Dungeon Crawler|Beat 'em up|Sandbox|3D|Action|Ninja|Hand-drawn|Atmospheric|Combat|3D Vision|Adventure|PvE|3D Fighter|Boxing|Shooter|Indie|Third Person,"Jul 22, 2021",False,Yoshimitsu Hatsumi is an addictive mix of RPG and classic side-scrolling combat.
2124360,HYPER PRIMATE,Action|Indie,Fast-Paced|3D Platformer|Action|Stylized|Parkour|Arcade|Score Attack|FPS|Boomer Shooter|Runner|Platformer|Shooter|Memes|Indie|Combat|Violent|Soundtrack|Dark Humor|PvE|Funny,Q1 2026,False,"Unleash chaos as a bio-engineered ape in this hyper-fast FPS. Dash, grapple, and blast through deadly obstacle courses and arenas using a massive arsenal of over-the-top weapons. Master momentum, dodge death, and dominate the leaderboards to become the Alpha Primate."
2445320,Split Personality Doctor Playtest,,Action|Action Roguelike|Roguelike|Combat|2D|2D Platformer|Robots|RPG|Bullet Hell|Singleplayer|Casual|Top-Down|Relaxing|Anime|Cartoon|Romance|Cute|Drama|Pixel Graphics|Female Protagonist,"Nov 17, 2023",False,
1733440,幻夢情旅,Adventure|Casual|RPG,,Q3 2027,False,"&quot;Dreamy Love Voyage - My happy Vacation with My Girlfriend&quot; is a quintessential RPG game with a pure love theme. You will play as a powerful swordsman, embarking on a delightful adventure in a seaside city, romancing the local beauties, and experiencing a plethora of intimate content.."
1341490,Hellsweeper VR,Action|Indie|RPG|Simulation,Hack and Slash|Action Roguelike|Shooter|Magic|VR|Bullet Time|Simulation|Combat|Dark|Souls-like|Co-op|Roguelike|Singleplayer|Multiplayer|Online Co-Op|Dark Fantasy|FPS|Roguelite|Martial Arts|RPG,"Sep 21, 2023",False,"DARE TO DESCEND INTO HELL? Hellsweeper VR is an intense first-person action-combat VR experience. Traverse the underworld where every step brings a challenge or a chance. Gain mastery of your weapons and elemental magic, or fall to the unrelenting onslaught of hell's twisted souls."
2516770,My First Craft Survival,Action|Adventure|Indie,Crafting|Survival|Open World Survival Craft|Resource Management|Adventure|Inventory Management|Open World|Action-Adventure|Collectathon|Stylized|Exploration|Agriculture|3D|Base Building|PvE|Online Co-Op|Singleplayer|Multiplayer|Hunting|Action,"Apr 16, 2025",False,"When I woke up, I found myself on an uninhabited island. And I had nothing with me! Anyway, the first priority is to find food to avoid starvation. At night, mysterious creatures attack, so I need to craft equipment and build a base to defend myself! In the end, there's a boss waiting for me!"
1455900,Plunder Panic,Action|Indie|Strategy,Online Co-Op|Indie|Combat|Tactical|Local Multiplayer|2D Fighter|Multiplayer|2D Platformer|Retro|Co-op|Party Game|Swordplay|Platformer|Casual|PvP|Pixel Graphics|Team-Based|Local Co-Op|Singleplayer|Arcade,"Sep 16, 2022",False,"Chaotic Party Arr-cade Action for up to 12 players! Be the first to plunder all the treasure, sink the enemy ship, or defeat their captain. Featuring local &amp; online play, crossplay, 18 stages, 30+ modify-arrs, and a single-player campaign!"
1405970,Once upon a time in the Gold Rush VR: shoot and ride,Casual,Casual|Walking Simulator|VR|Medieval|Singleplayer,"Nov 11, 2020",False,"This is a sad story of revenge. It happened in the American West in the 1850s. A young cowboy had his wife killed by the gang boss, so he picked up his gun, mounted his horse, and embarked on the road of revenge."
2734460,Fallen's Challenge,Action|Adventure|Casual|Indie|Strategy,Sokoban|Action-Adventure|Puzzle|Action|Pixel Graphics|Dungeon Crawler|Strategy|Adventure|2D|Magic|Top-Down|Psychedelic|Exploration|Memes|Mystery|Mythology|Survival|Underground|Artificial Intelligence|Casual,"Apr 25, 2024",False,"Experience a Sokoban game like no other! Unique combat, gameplay, puzzles, music, pixel-art, and cutscenes. With the powers of the gems, go on a journey to discover ascension!"
1219800,Galactic Thunderdome,Action|Indie,Action|2D Fighter|Physics|Funny|Destruction|Local Multiplayer|4 Player Local|Twin Stick Shooter|2D Platformer|Local Co-Op|Controller|Fighting|Precision Platformer|PvP|Multiplayer|Arcade|2D|Sci-fi|Singleplayer|Split Screen,"Oct 23, 2024",False,"Galactic Thunderdome is a 2D sci-fi platform brawler with a focus on physics-based mayhem. Best your friends with a vast array of weapons and gadgets in a world rich with emergent gameplay, explosive antics, and bloody remains."
1827720,Sabotris,Casual|Indie|Strategy,Casual|Strategy|Arcade|Puzzle|3D|Abstract|Colorful|Cute|Minimalist|1980s|1990's|Building|Family Friendly|Retro|Controller|Grid-Based Movement|Linear|PvP|Multiplayer|Singleplayer,"Jul 10, 2022",True,"Sabotris is a strategic, competitive, 3D block stacking game, but with a twist: you can sabotage your opponents, but be careful; you can also end up sabotaging yourself! Choose to play either by yourself to beat your own high score, against your friends or other players, or even against computer AI!"
4005980,Poly Fighter Playtest,,Roguelike|Fighting|Singleplayer|2.5D|Action|Roguelite|Action Roguelike|2D Fighter|Retro|Arcade|Spectacle fighter|Combat|PvE|Controller|Indie,"Sep 26, 2025",False,
3976630,Astrobarian,Adventure|Indie|RPG,RPG|Adventure|Action|3D Fighter|Platformer|Action RPG|Action-Adventure|3D Platformer|Hidden Object|Metroidvania|Third Person|3D|1990's|Surreal|Fantasy|Open World|Retro|Survival|Female Protagonist|Dark Fantasy,To be announced,False,"Astrobarian™ is a 3D action RPG game where you and Cordina travel to different worlds — some cultivated, others filled with deadly hazards. Along the way, you may encounter others with different motives and unresolved mysteries."
2489970,Speard,Action|Adventure|Indie|Strategy,Precision Platformer|Strategy|Action|3D Platformer|Parkour|Adventure|Difficult|Indie|Platformer|First-Person|Physics|Singleplayer|Fast-Paced,"Aug 11, 2023",False,Speard is a fast paced platformer. Beat levels as fast as you can. Traverse your way through vast worlds with only a Spear and a Rocket Jump.
3929590,生化美少女,Action|Adventure|Casual|Indie,Casual|Adventure|Action|Shooter|FPS|Violent|Third-Person Shooter|Indie|3D|Gore|Zombies|Post-apocalyptic|Vampire|Horror|Female Protagonist|Story Rich|Singleplayer|Sexual Content,Coming soon,False,"Miyuki awakens in a frozen cryo chamber to find the space facility in chaos—blood-smeared walls, blaring alarms, and undead roaming the halls. Alone, she must survive, solve puzzles, and uncover the truth behind a vanished experiment. In this nightmare, every choice matters."
1838290,LOUD,Action|Casual,Rhythm|Arcade|Female Protagonist|Character Customization|Comic Book|Cute|Relaxing|Action|Controller|Casual|Narration|Colorful|Cartoony|Hand-drawn|Score Attack|Drama|Emotional|Cartoon|Modern|Singleplayer,"Feb 23, 2023",False,"A wholesome, music-filled arcade rhythm game in which a young, reclusive rocker goes on a journey of self-discovery. Once she begins to follow her dreams and finds her inner voice, she discovers that it is LOUD!"
3533520,Accursed Isle: Survival,Action|Indie|Early Access,Survival|Action|Zombies|Survival Horror|Open World|Exploration|Action-Adventure|FPS|Action RPG|Nature|Realistic|Immersive Sim|Adventure|Crafting|3D|First-Person|Singleplayer|Indie|Early Access|Thriller,"Mar 12, 2025",False,"While trying to survive in harsh natural conditions, use resources wisely, avoid dangers, and test your survival instincts. A realistic survival experience awaits you!"
697630,WARMA,Action|Adventure|Indie|Massively Multiplayer|Racing|RPG|Simulation|Early Access,Massively Multiplayer|Action|RPG|Early Access|Simulation|Racing|Indie|Adventure|Nudity|Automobile Sim|Violent|Gore|Multiplayer|Survival|PvP|Third-Person Shooter|Third Person,"Jun 19, 2018",False,"WARMA is a multiplayer game about a showdown between the police and bandits! Robbery, chases, tuning and much more!"
3022110,Break a Leg,Simulation|Free To Play,Simulation|Casual|Education|Immersive Sim|Life Sim|Realistic|Comedy|Free to Play|Psychological Horror|3D|Singleplayer|Hentai|Souls-like|Funny|Story Rich|Multiplayer|First-Person,"Jun 30, 2024",True,"Break a Leg is a series done over YouTube shorts where the top comment got the next addition to the game. Break a Leg is a game where your primary goal is to break your leg. Once you do, you did it. You won. Therefore, there's no more reason to keep playing this game."
582920,From Shadows,Action|Indie,Side Scroller|Vampire|Horror|2D Fighter|Hack and Slash|2D Platformer|2D|Puzzle Platformer|Platformer|Action RPG|Arcade|Experimental|Action-Adventure|RPG|Linear|Action|Cartoony|Hand-drawn|Stylized|Demons,"Aug 10, 2017",False,"Action-platformer filled to the brim with blood, mayhem, and demons straight from hell! Play solo or with your friends in split-screen, upgrade your beast, and mow down hordes of enemies and their towering lieutenants."
4044510,Breezy Bakes,Indie|Simulation,Life Sim|Simulation|3D|First-Person|Cute|Cooking|Colorful|Stylized|Co-op|Indie|Singleplayer|Online Co-Op|Multiplayer,2025,False,"Run your own seaside Italian bakery, craft pizzas and breads, and enjoy, fun with up to 4 players online!"
1226080,Hentai Babes - Servants,Adventure|Casual|Indie|RPG|Simulation|Strategy,,"Mar 2, 2020",False,"Clothed to Nude adult puzzle game, one hand playable!"
2774730,While Evil Reigns,Action|Adventure|Indie,Roguelike|Dark|Dark Fantasy|Magic|Co-op|Action|Online Co-Op|Adventure|Action Roguelike|Action-Adventure|3D|Fantasy|Combat|Controller|Hack and Slash|Linear|PvE|Multiplayer|Singleplayer|Indie,To be announced,False,A CO-OP Magical Dark Fantasy Rogue-like game created with great admiration and passion of magic-lore and great combat. Set foot in a world strangled by the grip of evil presence. Fight a way through the never ending dispair and rid the world of this evil.
2220980,错误之事,Casual|Indie|RPG,RPG|Interactive Fiction|Word Game|JRPG|Visual Novel|Clicker|CRPG|2D|Anime|First-Person|Drama|Emotional|Crime|Modern|Story Rich|Text-Based|Multiple Endings|Female Protagonist|Singleplayer|Indie,"Jan 19, 2023",False,The Wrong Thing is an avg short visual novel produced by Coffee Studio. It tells the story of a former company's slaves who was fired at home and a female high school student from the first person perspective.
1861230,TAISHO x ALICE: HEADS & TAILS,Adventure,Adventure|Visual Novel|Otome|Female Protagonist|Dating Sim|Choose Your Own Adventure|Anime|Singleplayer,"Jul 26, 2022",False,"Like a coin, TAISHO x ALICE has two sides: the real world and the Looking-Glass World. Without darkness, there can be no light... It's time to take a peek behind the curtain in TAISHO x ALICE: HEADS &amp; TAILS!"
1258020,SNIKS,Casual|Indie|Strategy,Casual|Indie|Puzzle|Logic|Arcade|2D|Minimalist|Colorful|Cartoon|Cute|Hand-drawn|Nature|Funny|Mining|Sokoban|Singleplayer|Choices Matter|Strategy,"Aug 12, 2020",False,Are they caterpillars? Are they worms? They’re SNIKS! SNIKS is a puzzle game about colorful snakes hungry for fruits. There’s only one problem: They keep getting in each other‘s way while eating. Your task: Untie the Gordian Knot of SNIKS and help them eat all the fruits.
438310,SCORE ,Action|Simulation|Sports|Early Access,Simulation|Sports|Action|Early Access,"Jul 5, 2016",False,"SCORE, is a Soccer Single and Multiplayer Game where players compete for fame, glory and wealth on the pitch. Open World Update will be released in early 2018 where you can buy apartments, clothes, cars, furniture and even houses with your earned money as soccer player."
3308040,The Slime Races!,Casual|Indie|Racing,Casual|Auto Battler|Idler|Racing|Runner|3D|Cartoony|Colorful|Cute|Stylized|Memes|Indie|Relaxing|Linear|Singleplayer,"Nov 27, 2024",False,Slime Races is the ultimate Twitch-integrated meme game where your viewers can join the fun by predicting which slime will win the race! Watch the slimes wobble and squish their way to the finish line in this completely automated showdown.
1285350,Easy puzzle: Landscape,Casual|Indie,Souls-like|Hidden Object|Education|Puzzle|Card Game|Tabletop|2D|Relaxing|Casual|Family Friendly|Logic|Atmospheric|Singleplayer|Indie|Music,"Apr 20, 2020",False,This is a logic game in which the goal of the game is to rearrange the tiles to get the final picture.
4034240,Primora,Action|Casual|Indie|Strategy,Action|Casual|Strategy|3D Fighter|3D|First-Person|Realistic|Third Person|Aliens|Atmospheric|Indie|Magic|Sci-fi|Combat|Singleplayer,"Oct 8, 2025",False,"Set on Planet Primora, battle across diverse and relentless gauntlets, playable in first-person or third-person, where each fight grows deadlier and demands true mastery of spells and abilities as enemies and bosses unleash elemental powers of their own."
1208260,Hentai Vs Furries,Action|Adventure|Casual|Indie,Hentai|Nudity|Sexual Content|Adventure|Action|Casual|Anime|Indie|NSFW|Violent|Third-Person Shooter|Female Protagonist|Shooter|Multiplayer|Cute|Family Friendly|Third Person|Memes|Singleplayer|Cartoony,"Jan 10, 2020",False,"Hentai VS Furries offers colorful gunshots. Skins, special angles for your enjoyment. And a &quot;Pleasure&quot; mode without a fight if you want to enjoy calm."
1021230,Ball Bounce Maze,Casual|Indie|Free To Play,Casual|Puzzle|Puzzle Platformer|2D|Retro|Physics|Procedural Generation|Indie|Free to Play|Singleplayer,"Sep 15, 2021",True,"Ball Bounce Maze is a randomized physics-based puzzle game in which you make the ball bounce around until it hits the target without hitting the obstacles, walls, ceiling, or floor. Easy? No! With different scoring categories, you can spend all night trying to get a new best score."
664120,Wildlife Park Gold Reloaded,Casual|Indie|Simulation|Strategy,Simulation|Strategy|Indie|Casual|City Builder|Adventure|Management|Isometric|Horses|Economy|Replay Value|Cute|Dinosaurs|God Game|Family Friendly|Building|Open World|Sandbox|Atmospheric|Realistic,"Feb 2, 2018",False,"Establish, create and manage your own amazing zoo, even with extinct animals - and become a Zoo Tycoon! With new UI and full screen resolutions support!"
1372000,Flowstone Saga,RPG,JRPG|RPG|Puzzle|Story Rich|Party-Based RPG|Action RPG|2D|Pixel Graphics|Fantasy|Retro|Combat|Singleplayer|Exploration|Anime|Old School|Controller|Female Protagonist|Magic,"Sep 26, 2024",False,"Master a totally unique puzzle-battle system in this 16-bit, JRPG-inspired adventure featuring an epic story, charming characters, stunning pixel art, and epic music. Follow a grand story set in the mysterious Ocean's End islands full of lost memories, ancient ruins, pirates, treasures, and frogs."
591750,Solo,Adventure|Indie,Adventure|Indie|Puzzle|Exploration|Narrative|Choices Matter|Story Rich|Singleplayer|LGBTQ+|Female Protagonist|Romance|Atmospheric|Cute|Immersive Sim|Colorful|Emotional|Controller|Casual|Multiplayer|Great Soundtrack,"Apr 26, 2018",False,"Solo is an introspective puzzler set on a gorgeous and surreal archipelago. Reflect on your loving relationships by exploring contemplative, dream-like islands."
2422850,The Unknown,Action|Adventure|Casual|Indie,Indie|Casual|Action|Adventure|Singleplayer|Dark Fantasy|Platformer|Metroidvania|Fantasy|2D|2D Platformer|Mature|Roguelite|2D Fighter,"Sep 1, 2023",False,"Control Uriel, a brave girl armed with a great sword, on her epic journey through an unknown world. Take on fearsome foes in this thrilling mix of platforming and combat."
671290,Deadliners,Action|Indie|Racing|Strategy,Action|Strategy|Indie|Racing,"Aug 1, 2017",False,Battle your friends across multiple game modes or take on the single player challenges of Deadliners!
3027670," I took away my idol friend's virginity,and did something similar to NTR",Casual|Indie|RPG|Simulation,,"Nov 14, 2024",False,"Having your first H experience with the girl you like, who is even an idol, is like a dream come true. Although the situation is somewhat special, as long as both parties agree, there shouldn’t be a problem, right...? She’s a good friend, so just think of it as doing her a favor!"
3917000,Glitchfall,Casual|Indie,Hidden Object|Casual|Puzzle|Arcade|2D|Horror|Indie|Psychological Horror|Minimalist|Score Attack|Hacking|Atmospheric|1980s|Retro|Singleplayer,Q4 2025,False,Detect system anomalies! A fresh take on falling block puzzles that mixes Tetris-style gameplay with observation challenges.
3457590,Betty Boom,Adventure|Indie,Action Roguelike|Exploration|Third-Person Shooter|Roguelite|Roguelike|Adventure|Female Protagonist|3D|Controller|Action|Dystopian|Indie|Sci-fi|Zombies|Robots|Singleplayer,To be announced,False,"A brave and undying warrior fights for freedom against an army of AI robots and their secret masters. Armed with a dazzling array of weaponry, she battles to eradicate evil from the universe."
449500,Hush Hush - Unlimited Survival Horror,Action|Indie,Action|Indie|Survival Horror|Surreal|Story Rich|Atmospheric|Horror,"Mar 25, 2016",False,Hush Hush is a scare jumper. You run and something tries to scare you.
3669400,A Spooky Item Game,Adventure|Casual|Indie|Simulation,Horror|Point & Click|First-Person|Dystopian|Post-apocalyptic|Immersive Sim|Psychological Horror|Adventure|3D|Linear|Puzzle|Investigation|Casual|Funny|Multiple Endings|Simulation|Physics|Atmospheric|Dark|Retro,"Aug 15, 2025",False,"Figure out what type of entity is haunting your object, correctly dispose of it and try not to fall victim to madness. Progress to uncover new hauntings, make it to the end of the week and you might just get yourself a pretty paycheck."
2930330,Vikings: Valhalla Saga,Action|Adventure|Indie|RPG,Action|Adventure|RPG|Action-Adventure|3D|Medieval|Open World|Indie|Singleplayer|Hack and Slash,Coming soon,False,Realistic Historical Norse Mythology Game
3379630,Truth or Dare,Adventure|Indie,Adventure|Puzzle|3D Platformer|Exploration|3D|First-Person|Horror|Controller|Indie|Linear|Singleplayer,To be announced,False,"What starts as a simple dare quickly turns into a fight for survival as Claire and Jamie explore the dark, abandoned rooms, solve eerie puzzles, and uncover the terrifying truth behind the family’s death. Can they escape, or will they become the house’s next victims?"
3498790,The SaGa of a lone man,Indie|RPG,RPG|CRPG|JRPG|2.5D|2D|Story Rich|Choices Matter|Pixel Graphics|Fantasy|Magic|Indie|Drama|Atmospheric|Retro|Singleplayer,To be announced,False,"A tale of adventure centered around a lone man who has lost his memories, unfolding alongside the companions he meets on his journey. An HD-2D-style fantasy RPG featuring a 3D world and 2D characters. The game employs a simple command-based battle system."
1965290,Spellgrimage,Indie|RPG|Strategy,RPG|Strategy|Action Roguelike|JRPG|2D|Pixel Graphics|Fantasy|Choices Matter|Turn-Based Combat|Indie|Character Customization|Singleplayer,Coming soon,False,"Spellgrimage is a tactical RPG rogue lite, with gestion part. Choose your heroes, assign them skills, and set out to conquer an adventure full of mystery and danger."
1494220,Soft Wind,Adventure|Casual|Indie|Strategy,Adventure|Anime|Indie|Puzzle|Colorful|Cute|Hand-drawn|First-Person|Hentai|Sexual Content|Casual|Singleplayer|NSFW|Strategy|Story Rich|Visual Novel,"Dec 21, 2020",False,Soft Wind is an addicting game in which you have to solve puzzles with Lovely Girls.The game is perfect for relaxing.
4092600,101 Dogs Hidden in India,Casual|Indie,Casual|Indie|Dog|Hidden Object|Wholesome|Puzzle|Cozy|Cute|Relaxing|Cartoony|Hand-drawn|Minimalist|Collectathon|Point & Click|Creature Collector|Exploration|Singleplayer|Score Attack|2D|Time Attack,October 2025,False,Join this adventure and discover the hiding places of 101 dogs in India🐾 in the hand-crafted landscape. 🏆 Earn tons of achievements. How many 🐶 can you find? 🔎 Be quick! ⏱️
